Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16,Channel_17
-2.437492492360662,-269.60663633589604,553.8501147115473,-955.8347062706804,-624.4636974945585,227.4374351022465,15.545590407064271,2631.2767144606655,1335.2642689282948,1419.0880027722949,2586.9006802035324,2196.8323824398144,2503.8933473444918,2752.822307360599,2497.1652111224835,3018.4215266302795,34875.318427343605
-1.6952477475474304,-981.5515168515785,2020.8281055972818,-3485.2573060550844,-2275.729134013425,830.1158860438219,57.56082959996787,9596.635518385197,4869.137488482911,5170.096618991172,9242.924102045536,7829.657185868793,9057.264082672351,9949.844001936879,9075.892026619042,10766.239959084633,127192.00955461517
0.28595421926042386,-1327.1204483963502,2739.475763651873,-4722.857766370895,-3080.155890600672,1127.0651701901556,81.27737241162869,13006.743061392732,6597.2293664198005,6999.0772332719735,12269.648909054433,10366.466345126975,12174.533845981698,13363.338018865816,12259.325498559165,14263.55166741835,172398.78004268097
2.0065144008801683,-993.2061367543461,2050.7042875243083,-3539.9029162262063,-2306.7796434174875,843.7670324886112,63.22816883744106,9747.754244406717,4941.630185419022,5241.817883471421,9130.345007485143,7705.039252897201,9095.93304906849,9979.463555894172,9177.75886667619,10599.04385113932,129236.91039451418
3.03671772262454,-820.4750640902043,1684.8769533344405,-2913.9918547580696,-1902.7092733959885,688.263195377474,48.207342127933444,8020.113631183607,4067.43113877191,4316.28643711051,7617.093850768838,6434.789231155266,7525.660016581173,8258.978233671947,7569.398829651319,8849.35583133194,106364.1464325114
4.293549590359832,-771.9395669850799,1580.0368940728508,-2730.899871030818,-1784.651045577437,642.9776695470358,41.69925546368642,7512.881827907599,3815.3349983969747,4044.1456395862083,7067.780737655945,5961.161076462741,7025.206643691057,7712.529547592339,7082.556783537208,8212.41512375811,99625.96894220186
5.183608239112206,-567.8061447411528,1154.7610556326279,-2000.3175927746358,-1308.1052775007108,468.0392407645969,27.57978272621441,5496.883037796664,2796.3052194722113,2961.035360643208,5158.238796187514,4350.245672913558,5136.031137874636,5642.8491267800055,5183.579544814963,6001.316212924,72859.6905279704
5.830876894258148,-473.6494811474069,959.8939443593064,-1665.8318500734063,-1091.5002931321917,384.8102807500608,19.901921862940828,4576.601625777568,2332.6240535822,2468.588909179559,4324.350599148315,3651.346739568047,4300.617094179966,4716.994154632217,4322.614661682608,5040.901068897681,60637.185095563524
6.520451570877974,-373.62948756636837,757.4303102788122,-1310.1336014873878,-858.1624775276977,301.8355142893313,16.07172009012379,3601.098328586579,1840.365014881492,1942.641758801253,3365.3471639812947,2836.396941974144,3375.050814947413,3695.409982788678,3395.703768826056,3921.848972669528,47725.41060123363
6.84035313359662,-239.4552429306547,479.26448176752535,-832.4538385603753,-545.5011782067545,190.49008283189374,8.887515270853935,2284.7389764508175,1169.570536281855,1233.0536719553252,2143.608888057555,1809.6745986922124,2145.2364270880503,2349.4184301489854,2157.700184124389,2502.7269594999157,30281.069358874636
7.169795927177251,-163.63678969728142,329.60810904633416,-579.3949339995419,-377.4666141613789,131.69787455483709,5.198061889649204,1590.7764813084057,810.4813112990084,857.4015525857666,1488.4957542060263,1254.811838505346,1498.1254089189963,1637.1342260197994,1504.8897540852495,1736.4967634110337,21050.78082595402
7.3365948247066175,-64.80175180828529,137.0844704510305,-243.39503543148663,-154.92987793150644,55.25419461296785,2.9772231223901193,672.5606949637502,340.55589503661,361.3597507616269,612.1832543551228,507.53965620858673,628.3746914146744,684.5867891215181,637.4466217446206,706.0601668344634,8862.368872757661
7.318613921448986,21.205760795536357,-44.64626234636773,72.15985354137797,48.553561727292404,-20.0247692263147,-4.164050885671328,-198.229902679771,-102.61437238774707,-105.68103835896332,-194.9476239967704,-171.04177702297878,-183.69828024238322,-207.4464622022755,-182.79101087536495,-233.9789958898539,-2661.413711066199
7.332946365290388,76.6181295018045,-164.67807729298673,277.5200497922156,181.2780345470193,-70.01285259301605,-11.187941347365411,-767.9412499011022,-393.0627069708721,-411.5263141199334,-737.2512556090181,-627.9551965126417,-717.1653416968362,-794.9904851878913,-725.159956339694,-862.8871832618039,-10197.314029776766
7.101949790143163,153.8092289517319,-316.03949991311896,540.8029015462606,357.14559362193955,-126.7863363262881,-11.213595222115817,-1489.4763390963933,-759.1048334769589,-801.0805523110331,-1428.5471454039343,-1214.7765902370868,-1403.1387119168471,-1541.0394718720713,-1410.3806035616026,-1667.6954758378379,-19767.615837169586
6.891282632212084,217.3990081045658,-439.5950050200146,759.9990601672528,503.98070985817867,-172.2355987736197,-7.046746905976143,-2088.721362823628,-1061.462517378794,-1123.8358187207423,-1978.856494367749,-1676.3675081958208,-1963.7303700721873,-2152.0034895834165,-1971.6177682509588,-2308.035038136257,-27701.45275801534
6.583504303812212,258.7630633515107,-522.2550762408898,908.797675653757,602.1713261353428,-206.98797012258802,-6.259696162668571,-2495.8729627441503,-1268.1034727470112,-1344.2806295099879,-2363.2144708380397,-2001.2231879837798,-2343.7510881038893,-2572.4288840083505,-2354.764060530096,-2756.9586447337647,-33069.12134087522
6.132579295227286,318.63461631584914,-642.2982291537741,1117.9600041438107,740.2698416856881,-254.71087568792882,-8.209636766876413,-3069.3649372118457,-1561.6311700490485,-1656.02825026049,-2908.65630951942,-2464.3832984263604,-2883.8943282710893,-3164.110560165866,-2899.5807289533495,-3392.7253861737363,-40655.981396017734
5.763590902591549,354.5553431888596,-713.8271264563929,1240.6873367971696,821.5150171126899,-280.4966766940426,-9.07516571095863,-3406.415525109551,-1733.8944139486564,-1840.818622815743,-3218.391691824444,-2720.892680965121,-3203.466300961984,-3510.7808195068797,-3220.8170264189894,-3751.117409699441,-45153.51382779294
5.1916033599136515,386.9223507596817,-777.4959143741996,1353.8413402149267,893.7216260547026,-308.7745035570746,-12.511421497321995,-3716.1273543267525,-1887.6452653406893,-2007.612421437887,-3524.1347834590665,-2976.551690304905,-3497.03672341849,-3835.1351198461184,-3514.3617335232157,-4104.6475157603845,-49284.60321056198
4.668446002290025,426.2994558627168,-860.259277833857,1500.283387340468,985.7273091061261,-348.1553606772664,-18.035588419618968,-4118.843188440922,-2087.8406970572987,-2220.6479560493167,-3895.905123807343,-3289.111771041346,-3868.4942447136877,-4240.520647009162,-3890.0417726151945,-4529.667989245305,-54582.785298800605
4.112105429722098,434.83772748531885,-889.9426945659352,1547.1249088195966,1011.701285654772,-365.495183184348,-23.46500791949921,-4253.063224088248,-2155.5899452470776,-2290.9260044116595,-4024.7557077398533,-3395.627298944595,-3992.913573434485,-4377.216798304953,-4015.8548507305513,-4671.10488185853,-56325.6305267308
3.4207005069584078,457.76217370527627,-949.4044504403716,1644.266231278572,1071.7034036113544,-391.7128076580211,-28.072507117798878,-4528.287599051153,-2293.4988384523467,-2436.9076475404427,-4295.160639395854,-3622.5505747786915,-4249.282034805441,-4660.881957446363,-4277.518359275588,-4984.755694666876,-59965.21050415512
2.8584342908061746,474.063657672211,-984.3533618679361,1704.358153859067,1108.5513123108915,-405.2524721552965,-30.494478647795834,-4699.250793940569,-2379.068834937644,-2525.5609550448053,-4443.323530580098,-3744.117741214953,-4402.076416972047,-4823.559247835443,-4438.207938197716,-5154.707199384845,-62228.57067780284
2.1386590436332327,481.8518136255388,-994.0557245639802,1722.3609374251957,1119.9946567437823,-408.86914271896455,-31.69441200419765,-4748.019427510792,-2408.825486752715,-2551.8338657077243,-4498.551167664214,-3791.918872300127,-4446.357663456909,-4878.2822065992705,-4481.535698886689,-5221.56186264109,-62893.79047652557
1.464335353729707,503.6035351359412,-1033.9714229051767,1792.0592372183123,1170.254485887166,-422.6389640447729,-27.190680658722734,-4935.0127700884395,-2506.0848986733195,-2652.863599852403,-4669.870906821929,-3938.2903103519643,-4616.866081116022,-5072.516332218557,-4651.228187773582,-5428.769980221053,-65351.99617016489
