%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
61.0, -113731.599000883, -133291.0517801108, -183684.7136836903, -183265.4173094532, -184745.7062894948, -134485.93133520262, -165290.90437780673, -184173.09930003874, 0.016, 0.058, 0.99, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429023599E9, 0.0, 2025-02-06 17:37:09.023
62.0, -113809.24896112073, -133353.10022271876, -183664.32889274706, -183432.96598589016, -184677.82404158404, -134599.94758366916, -165478.3684585534, -184102.89247070462, 0.016, 0.058, 0.99, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429027628E9, 0.0, 2025-02-06 17:37:09.027
63.0, -113884.7308021463, -133413.02524960344, -183597.85480473697, -183598.4359500928, -184609.11477912843, -134714.38851528033, -165665.0055247552, -184031.45629542545, 0.016, 0.058, 0.99, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429032647E9, 0.0, 2025-02-06 17:37:09.032
64.0, -113952.65775354598, -133465.86477349576, -183660.9537793343, -183747.63384433198, -184535.68929859274, -134824.40380148933, -165845.42880599844, -183932.52747446627, 0.016, 0.058, 0.99, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429035648E9, 0.0, 2025-02-06 17:37:09.035
65.0, -114019.84709737863, -133519.8665880998, -183661.6466834124, -183904.05135203022, -184460.47567850063, -134931.31219521907, -166020.2865028723, -183683.32787553404, 0.016, 0.058, 0.99, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429039672E9, 0.0, 2025-02-06 17:37:09.039
66.0, -114077.73811551787, -133567.29698983397, -183575.59246725947, -184053.58452243623, -184379.0706251944, -135030.0174987337, -166177.93335651557, -183659.16563977787, 0.016, 0.058, 0.99, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429043677E9, 0.0, 2025-02-06 17:37:09.043
67.0, -114128.3871684536, -133604.98203098561, -183610.3941333764, -184184.2751722664, -184291.96587705208, -135120.81028471116, -166326.46069842108, -183789.65512390796, 0.016, 0.058, 0.99, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429047693E9, 0.0, 2025-02-06 17:37:09.047
68.0, -114183.97595691396, -133646.2433512501, -183635.15986623286, -184323.79476115643, -184208.83973942278, -135216.22988179087, -166477.60319442788, -183925.64313717405, 0.016, 0.058, 0.99, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.73888142905172E9, 0.0, 2025-02-06 17:37:09.051
69.0, -114241.24112620845, -133688.86812792637, -183553.6207024599, -184467.00238788157, -184018.3358214302, -135312.56590039324, -166629.14802183487, -184065.22978129744, 0.012, 0.058, 0.988, 192.0, 0.0, 96.0, 1.0, 208.0, 30.0, 224.0, 0.0, 0.0, 0.0, 1.738881429055748E9, 0.0, 2025-02-06 17:37:09.055
70.0, -114289.49854248746, -133720.7640672641, -183590.79165348908, -184639.9825382212, -183720.2082538853, -135386.48311930694, -166773.04855263812, -184327.43809550264, 0.012, 0.058, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429059745E9, 0.0, 2025-02-06 17:37:09.059
71.0, -114353.55864209637, -133767.54626840906, -183621.61470909294, -185561.85788653587, -183775.21589698983, -135465.25066676745, -166941.87127850906, -184507.92843197924, 0.012, 0.058, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429063862E9, 0.0, 2025-02-06 17:37:09.063
72.0, -114435.94717215863, -133834.17681863034, -183554.85004840494, -186204.55994660378, -183904.1631107525, -135562.25723770348, -167134.74448141392, -184455.13361157582, 0.012, 0.058, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429066843E9, 0.0, 2025-02-06 17:37:09.066
73.0, -114511.16079225074, -133895.8005780936, -183566.65176947735, -186150.66989072203, -184028.192940735, -135654.79345974844, -167322.7897075164, -184384.23387816356, 0.012, 0.058, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429070849E9, 0.0, 2025-02-06 17:37:09.070
74.0, -114589.61541528886, -133959.77127072468, -183623.4028486494, -186080.88774453258, -184152.60275037322, -135750.21305682816, -167513.5841981869, -184315.4128569857, 0.012, 0.058, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429075842E9, 0.0, 2025-02-06 17:37:09.075
75.0, -114675.42376225279, -134030.46983843684, -183565.13185085438, -186015.9559268899, -184283.2486967145, -135850.34887198792, -167709.20666565976, -184252.40328936616, 0.012, 0.058, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429079826E9, 0.0, 2025-02-06 17:37:09.079
76.0, -114757.09703649247, -134097.21214738037, -183524.2728619901, -185948.87834177952, -184435.2852624995, -135946.93075977932, -167900.02350807472, -184185.59392518926, 0.012, 0.058, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429083856E9, 0.0, 2025-02-06 17:37:09.083
77.0, -114838.47973805426, -134165.27320924678, -183608.80715952007, -185881.80075666914, -184792.6226011065, -136052.69921454182, -168092.2708621348, -184119.52216857937, 0.012, 0.058, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429087898E9, 0.0, 2025-02-06 17:37:09.087
78.0, -114934.45812874535, -134247.97466373144, -183594.54674655758, -185827.64247985394, -184945.41912620296, -136186.87673650702, -168300.61147220273, -184066.77205166486, 0.012, 0.058, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429091887E9, 0.0, 2025-02-06 17:37:09.091
79.0, -115033.11872877106, -134333.1124583617, -183538.80149588603, -185775.6970257398, -184900.06743670316, -136324.9658137519, -168511.9248642832, -184016.5253301293, 0.012, 0.062, 0.988, 192.0, 0.0, 96.0, 1.0, 240.0, 30.0, 224.0, 0.0, 0.0, 0.0, 1.738881429094903E9, 0.0, 2025-02-06 17:37:09.094
80.0, -115125.4761368604, -134412.4835029225, -183522.97646081168, -185718.94594656778, -184847.31731978862, -136455.4105943931, -168716.1751051158, -183961.674149236, 0.012, 0.062, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429098931E9, 0.0, 2025-02-06 17:37:09.098
81.0, -115213.67612048103, -134488.16650964814, -183605.29793564058, -185658.30566386052, -184791.3261999281, -136581.65324707667, -168917.36315695802, -183902.82200608516, 0.012, 0.062, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429103946E9, 0.0, 2025-02-06 17:37:09.103
82.0, -115311.15207805063, -134571.53851646645, -183576.41948180433, -185604.48266321214, -184743.00172841572, -136716.94835626465, -169127.84953449364, -183836.61613900855, 0.012, 0.062, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429107974E9, 0.0, 2025-02-06 17:37:09.107
83.0, -115405.00705301846, -134651.62481684983, -183514.6169083854, -185547.7986392735, -184691.12332953495, -136848.82364855096, -169329.23875203595, -183617.1443602019, 0.012, 0.062, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429111989E9, 0.0, 2025-02-06 17:37:09.111
84.0, -115481.04768765542, -134713.89677690231, -183504.06688500248, -185477.4800512171, -184624.76100024712, -136962.34815863945, -169503.2470826205, -183572.99966490266, 0.012, 0.062, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.73888142911499E9, 0.0, 2025-02-06 17:37:09.114
85.0, -115554.38376121328, -134772.92773400876, -183587.9306301988, -185404.34514335933, -184556.02938604707, -137071.71524425928, -169671.46631139115, -183720.54353005215, 0.012, 0.062, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429119024E9, 0.0, 2025-02-06 17:37:09.119
86.0, -115634.58182031893, -134838.66421445183, -183541.03667033158, -185337.37931697123, -184492.1928038827, -137187.85490844905, -169848.42507224384, -183877.8551075286, 0.012, 0.062, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429123039E9, 0.0, 2025-02-06 17:37:09.123
87.0, -115713.63994045735, -134903.28310767212, -183481.62573356935, -185269.05003417135, -184427.46215194013, -137302.34054354913, -170024.02037668473, -184088.7438164644, 0.012, 0.062, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429127043E9, 0.0, 2025-02-06 17:37:09.127
88.0, -115793.81564781853, -134969.28780904863, -183548.18922855728, -185202.0171525499, -184365.07843316538, -137420.7377339289, -170206.2317974844, -184404.99864876256, 0.012, 0.062, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429131064E9, 0.0, 2025-02-06 17:37:09.131
89.0, -115887.55886406409, -135049.28470245417, -183552.59252221495, -185146.67423327855, -184314.11645580726, -137553.23887505996, -170410.39263133917, -184428.44562869618, 0.012, 0.062, 0.982, 192.0, 0.0, 96.0, 1.0, 240.0, 30.0, 176.0, 0.0, 0.0, 0.0, 1.738881429136079E9, 0.0, 2025-02-06 17:37:09.136
90.0, -115984.25251057775, -135134.0425174287, -183498.18837621075, -185094.97464835344, -184265.85903952827, -137687.997542381, -170619.44849722963, -184376.18725015965, 0.012, 0.062, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429140133E9, 0.0, 2025-02-06 17:37:09.140
91.0, -116076.94519483391, -135215.9169573685, -183456.9941111796, -185039.65408082656, -184215.94759415957, -137820.20811083415, -170825.4645258742, -184321.09020007733, 0.012, 0.062, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429143117E9, 0.0, 2025-02-06 17:37:09.143
92.0, -116165.18988194346, -135290.90706001606, -183545.6858331783, -184978.87968765257, -184160.4258609326, -137948.19419958524, -171024.372699782, -184260.53932434792, 0.012, 0.062, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429147122E9, 0.0, 2025-02-06 17:37:09.147
93.0, -116262.62113602414, -135372.82620344474, -183555.1853245718, -184926.3083846937, -184112.30255512032, -138085.03157914063, -171232.60155112762, -184208.9738498895, 0.012, 0.062, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429151167E9, 0.0, 2025-02-06 17:37:09.151
94.0, -116362.80165467283, -135455.90763758513, -183500.91528903428, -184875.21229686885, -184065.81092665327, -138221.84660695156, -171443.24439087443, -184158.10127950922, 0.012, 0.062, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429155163E9, 0.0, 2025-02-06 17:37:09.155
95.0, -116459.49530118649, -135537.04446995788, -183452.16613437727, -184821.3222409871, -183944.7091751944, -138354.39245157153, -171650.48976546404, -184104.07711316075, 0.012, 0.062, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429159189E9, 0.0, 2025-02-06 17:37:09.159
96.0, -116542.0626452044, -135603.78677890144, -183515.60038514144, -184754.98226344376, -183649.37557570645, -138462.01610112382, -171843.1618026688, -184037.46891468394, 0.012, 0.062, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429164198E9, 0.0, 2025-02-06 17:37:09.164
97.0, -116622.70773919913, -135669.74677678905, -183517.54498690905, -184688.75404462268, -183685.8536226575, -138557.0557185478, -172035.69972940683, -183971.3748063296, 0.012, 0.062, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429168237E9, 0.0, 2025-02-06 17:37:09.168
98.0, -116706.45972567318, -135737.91959737774, -183449.68509074274, -184625.54331130307, -183817.70656319938, -138654.9340075176, -172231.52336257976, -183909.01343929928, 0.012, 0.062, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429171251E9, 0.0, 2025-02-06 17:37:09.171
99.0, -116784.37790684437, -135800.1021504524, -183454.557771034, -184556.2082000027, -183943.39042227156, -138747.13495339573, -172419.0544985598, -183839.65597625446, 0.014, 0.066, 0.986, 192.0, 0.0, 112.0, 2.0, 16.0, 30.0, 208.0, 0.0, 0.0, 0.0, 1.73888142917526E9, 0.0, 2025-02-06 17:37:09.175
100.0, -116862.54195720458, -135863.64815993884, -183519.80251309904, -184487.1413096358, -184067.17438306505, -138838.73240217357, -172606.36211709527, -183739.4754576058, 0.014, 0.066, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429179282E9, 0.0, 2025-02-06 17:37:09.179
101.0, -116940.86246977598, -135927.77531478112, -183459.4975065586, -184418.54380590247, -184192.25474503695, -138930.70983060717, -172788.84175882838, -183496.73551282115, 0.014, 0.066, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429183363E9, 0.0, 2025-02-06 17:37:09.183
102.0, -117003.08972633956, -135976.6362281604, -183435.46938126915, -184337.47402876307, -184313.17768254015, -139007.19750013322, -172946.48861247167, -183502.97164952417, 0.014, 0.066, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429187352E9, 0.0, 2025-02-06 17:37:09.187
103.0, -117066.0322387257, -136024.78188571715, -183501.13880647885, -184257.16421093515, -184624.53748280258, -139088.9825330952, -173103.5096172702, -183643.40765993687, 0.014, 0.066, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429191354E9, 0.0, 2025-02-06 17:37:09.191
104.0, -117144.44215827492, -136089.02079928172, -183449.03689015354, -184189.72899791348, -184824.3173747441, -139199.89188908244, -173275.1933664314, -183797.56764144512, 0.014, 0.066, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429196361E9, 0.0, 2025-02-06 17:37:09.196
105.0, -117218.89581905554, -136151.27040758973, -183399.3489622294, -184120.10331393522, -184766.04637694912, -139311.42709391442, -173444.440775447, -183986.52928907028, 0.014, 0.066, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429199382E9, 0.0, 2025-02-06 17:37:09.199
106.0, -117296.3893170821, -136215.66578336546, -183484.6208673264, -184052.08695555772, -184700.95809709528, -139426.918557515, -173623.81352470085, -184310.22725227205, 0.014, 0.066, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429202407E9, 0.0, 2025-02-06 17:37:09.202
107.0, -117392.74768742893, -136296.26617387132, -183479.63642831284, -183998.46512060944, -184650.86783777093, -139561.76663181384, -173829.78484985649, -184369.5711338009, 0.014, 0.066, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429207408E9, 0.0, 2025-02-06 17:37:09.207
108.0, -117492.32470897732, -136380.21932604545, -183425.20993056416, -183947.68195720698, -184603.52684301458, -139697.48642414648, -174039.93595122528, -184318.45269423162, 0.014, 0.066, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738881429211459E9, 0.0, 2025-02-06 17:37:09.211
