228.000000	-65235.197870	-94613.347305	-186663.038929	-186888.568030	-187309.518434	-64080.372641	-47591.870736	-164930.437795	0.000000	0.000000	0.000000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738881428.680777	0.000000
229.000000	-65280.907188	-94641.957538	-186574.749538	-187018.029334	-187400.691199	-64149.439531	-47744.577854	-165065.129407	0.000000	0.000000	0.000000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738881428.680815	0.000000
230.000000	-65319.843926	-94663.079937	-186632.752315	-187127.485827	-187488.913535	-64211.353864	-47891.205298	-165193.853103	0.000000	0.000000	0.000000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738881428.680839	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014000	0.064000	0.984000	192.000000	0.000000	112.000000	2.000000	0.000000	30.000000	192.000000	0.000000	0.000000	0.000000	1738881428.768483	0.000000
1.000000	-108729.747978	-129180.700085	-183953.336949	-186399.556565	-184685.244821	-127529.800240	-153794.776356	-184781.536136	0.014000	0.064000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738881428.785570	0.000000
2.000000	-108814.036407	-129252.896220	-183894.082474	-186335.585873	-184933.684460	-127633.378224	-153994.109213	-184718.906548	0.014000	0.064000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738881428.788590	0.000000
3.000000	-108905.812669	-129328.243950	-183851.815325	-186276.152584	-185265.406700	-127755.776376	-154197.375977	-184660.143812	0.014000	0.064000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738881428.791594	0.000000
4.000000	-108996.739566	-129403.681088	-183934.203855	-186215.445246	-185258.365900	-127886.869357	-154401.223886	-184600.129378	0.014000	0.064000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738881428.796608	0.000000
5.000000	-109095.936608	-129486.337839	-183930.247597	-186163.343330	-185210.622574	-128024.734917	-154614.146604	-184549.323863	0.014000	0.064000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738881428.799614	0.000000
6.000000	-109195.111298	-129569.933363	-183875.307009	-186111.844911	-185163.683911	-128162.645181	-154827.248135	-184498.943031	0.014000	0.064000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738881428.803650	0.000000
