0.000000	45138.856189	93364.041253	-20476.433096	-14826.314429	-888.526546	7520.400884	-23070.330688	-77450.403863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.095000	0.289000	0.338000	192.000000	125.000000	8.000000	9.000000	8.000000	10.500000	16.000000	0.000000	0.000000	0.000000	1738712567.473953	0.000000
2.000000	90117.539777	186732.932834	-41297.507739	-29859.226031	-1936.465733	14915.900220	-46470.059034	-154894.236314	-109561.769314	-70458.331163	-150392.773794	-150304.640866	-150365.459963	-150338.839035	-150374.624178	-150352.272433	-0.095000	0.289000	0.338000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.482974	0.000000
4.000000	89902.918327	186736.710279	-41760.211201	-30138.891058	-2152.852971	14748.306840	-46913.428237	-154882.769869	-109891.725766	-70753.463597	-150390.963303	-150302.942133	-150363.738878	-150337.006192	-150372.768983	-150350.551349	-0.095000	0.289000	0.338000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.490019	0.000000
6.000000	89685.480557	186740.823000	-42225.038078	-30419.181933	-2370.670720	14578.612397	-47356.573922	-154871.638700	-110233.416883	-71054.921574	-150388.772832	-150300.729311	-150361.503704	-150334.815721	-150370.556160	-150348.383230	-0.095000	0.289000	0.338000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.498092	0.000000
8.000000	89471.775528	186743.214636	-42686.221622	-30697.438800	-2587.639104	14407.688607	-47790.957724	-154858.898206	-110575.912663	-71360.984011	-150386.247085	-150298.158860	-150358.977957	-150332.155863	-150368.119820	-150345.835131	-0.120000	0.432000	0.720000	192.000000	126.000000	32.000000	6.500000	64.000000	11.000000	64.000000	0.000000	0.000000	0.000000	1738712567.506117	0.000000
10.000000	89259.188087	186748.020261	-43148.790973	-30975.293335	-2805.546261	14235.155491	-48222.726372	-154848.370534	-110915.927400	-71669.281622	-150383.855448	-150295.744872	-150356.452210	-150329.741875	-150365.638776	-150343.354087	-0.120000	0.432000	0.720000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.515171	0.000000
12.000000	89045.326596	186750.858933	-43613.908424	-31256.053597	-3025.152150	14063.203521	-48659.390051	-154835.987668	-111262.424143	-71977.467475	-150382.179067	-150293.956732	-150354.731125	-150328.020791	-150363.940044	-150341.700058	-0.120000	0.432000	0.720000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.522204	0.000000
14.000000	88833.856742	186755.217523	-44074.935505	-31534.958665	-3242.858141	13892.860877	-49094.645571	-154825.281182	-111611.826612	-72287.687336	-150380.234466	-150292.123889	-150352.764172	-150326.187948	-150362.151904	-150339.844863	-0.120000	0.432000	0.720000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.530249	0.000000
16.000000	88622.275129	186759.889038	-44536.297862	-31813.662566	-3457.636053	13724.015799	-49525.542501	-154814.820566	-111956.959898	-72597.504866	-150378.111050	-150290.022825	-150350.730163	-150324.086884	-150360.095544	-150337.721448	-0.120000	0.432000	0.720000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.538302	0.000000
18.000000	88411.699344	186765.164049	-44999.448359	-32094.087552	-3672.838649	13553.583748	-49957.914645	-154804.806984	-112300.215638	-72904.215503	-150378.871009	-150290.827488	-150351.400715	-150324.690381	-150360.743744	-150338.459055	-0.074000	0.346000	0.842000	192.000000	126.500000	88.000000	5.000000	104.000000	13.000000	40.000000	0.000000	0.000000	0.000000	1738712567.546327	0.000000
20.000000	88199.357772	186767.131003	-45466.130431	-32377.820596	-3891.014027	13382.727013	-50393.639552	-154791.664158	-112644.767778	-73213.988330	-150375.495896	-150287.430023	-150348.047954	-150321.292915	-150357.323928	-150335.039238	-0.074000	0.346000	0.842000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.554408	0.000000
22.000000	87986.323295	186772.294256	-45930.823199	-32659.541984	-4111.357523	13211.847927	-50830.996136	-154781.695280	-112992.717384	-73523.828211	-150373.506591	-150285.507773	-150346.103352	-150319.281258	-150355.401678	-150332.960526	-0.074000	0.346000	0.842000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.562435	0.000000
24.000000	87775.725159	186777.859840	-46392.319666	-32937.195353	-4328.504721	13043.271070	-51271.124336	-154772.195789	-113339.974086	-73832.684616	-150373.886570	-150285.820697	-150346.438628	-150319.683590	-150355.893416	-150333.429913	-0.074000	0.346000	0.842000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.571469	0.000000
26.000000	87565.216430	186781.324361	-46855.023128	-33216.793325	-4545.316642	12873.844847	-51709.307934	-154760.528178	-113683.475695	-74140.535193	-150372.031375	-150284.032557	-150344.650488	-150317.850747	-150354.060573	-150331.641773	-0.074000	0.346000	0.842000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.577512	0.000000
28.000000	87354.305369	186785.794709	-47322.062829	-33500.191093	-4764.520200	12696.975493	-52147.938567	-154749.933451	-114027.536097	-74452.230269	-150370.846733	-150282.847915	-150343.465846	-150316.666104	-150352.786523	-150330.501834	-0.060000	0.308000	0.920000	192.000000	127.000000	16.000000	4.500000	80.000000	14.000000	96.000000	0.000000	0.000000	0.000000	1738712567.586534	0.000000
30.000000	87140.577989	186791.337942	-47789.147233	-33781.063113	-4984.237848	12522.430721	-52581.852982	-154740.389257	-114377.787933	-74762.427779	-150370.757326	-150282.669101	-150343.219977	-150316.509642	-150352.652413	-150330.300669	-0.060000	0.308000	0.920000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.594590	0.000000
32.000000	86927.051774	186794.467186	-48252.409488	-34059.610553	-5200.155699	12350.009364	-53015.610935	-154728.475777	-114729.447929	-75071.842977	-150369.617387	-150281.573866	-150341.968279	-150315.325000	-150351.445419	-150329.160730	-0.060000	0.308000	0.920000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.601617	0.000000
34.000000	86716.185417	186796.858823	-48716.610517	-34337.956826	-5417.571118	12180.426679	-53449.368888	-154715.668227	-115078.515122	-75382.308708	-150366.398736	-150278.422270	-150338.839035	-150312.128700	-150348.360878	-150326.009134	-0.060000	0.308000	0.920000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.609668	0.000000
36.000000	86500.066400	186801.709151	-49181.772671	-34618.717089	-5634.718315	12008.519412	-53886.166678	-154705.542887	-115428.185812	-75695.948386	-150365.705832	-150277.617607	-150338.056724	-150311.279334	-150347.466808	-150325.249174	-0.060000	0.308000	0.920000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.618702	0.000000
38.000000	86285.981391	186805.754817	-49647.292453	-34898.806798	-5852.044326	11837.349753	-54322.360971	-154694.679939	-115780.494008	-76011.063279	-150364.923521	-150276.768241	-150337.162654	-150310.452319	-150346.684497	-150324.422160	-0.032000	0.282000	0.948000	192.000000	127.500000	0.000000	4.000000	104.000000	14.500000	80.000000	0.000000	0.000000	0.000000	1738712567.626750	0.000000
40.000000	86073.304543	186810.336925	-50110.510005	-35175.722560	-6066.174038	11668.415268	-54753.436715	-154684.219323	-116133.182184	-76327.876905	-150363.962396	-150275.829467	-150336.134474	-150309.491194	-150345.857483	-150323.483386	-0.032000	0.282000	0.948000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.633824	0.000000
42.000000	85861.544116	186812.706210	-50574.554571	-35454.739386	-6283.500050	11495.502173	-55184.691272	-154671.679994	-116481.265900	-76643.662351	-150363.135381	-150275.091860	-150335.396866	-150308.731235	-150345.052820	-150322.656372	-0.032000	0.282000	0.948000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738712567.641850	0.000000
