%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
24.0, 87775.72515913549, 186777.85984013794, -46392.31966642376, -32937.19535317366, -4328.504720748034, 13043.271069916615, -51271.12433566146, -154772.19578888366, -113339.97408628155, -73832.68461617049, -150373.88657020172, -150285.8206970478, -150346.4386280106, -150319.68358989758, -150355.8934159152, -150333.4299127376, -0.074, 0.34600000000000003, 0.842, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567571469E9, 0.0, 2025-02-04 18:42:47.571
26.0, 87565.2164298554, 186781.32436052852, -46855.02312839307, -33216.79332456509, -4545.316641964512, 12873.844846945387, -51709.3079339633, -154760.528178278, -113683.47569507071, -74140.53519255343, -150372.03137541193, -150284.0325574914, -150344.65048845418, -150317.85074685226, -150354.06057286984, -150331.64177318118, -0.074, 0.34600000000000003, 0.842, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567577512E9, 0.0, 2025-02-04 18:42:47.577
28.0, 87354.30536917513, 186785.7947094196, -47322.062828786715, -33500.19109251393, -4764.520199837709, 12696.975493070542, -52147.93856715424, -154749.9334514062, -114027.53609747125, -74452.23026898269, -150370.8467329558, -150282.84791503524, -150343.46584599803, -150316.66610439614, -150352.7865234359, -150330.50183421397, -0.06, 0.308, 0.92, 192.0, 127.0, 16.0, 4.5, 80.0, 14.0, 96.0, 0.0, 0.0, 0.0, 1.738712567586534E9, 0.0, 2025-02-04 18:42:47.586
30.0, 87140.57798869348, 186791.3379420445, -47789.14723266927, -33781.06311333932, -4984.237847833378, 12522.43072061905, -52581.85298226512, -154740.38925652378, -114377.78793308591, -74762.42777853344, -150370.75732597796, -150282.6691010796, -150343.21997680902, -150316.50964218494, -150352.65241296918, -150330.30066851387, -0.06, 0.308, 0.92, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.73871256759459E9, 0.0, 2025-02-04 18:42:47.594
32.0, 86927.05177391194, 186794.46718626824, -48252.40948824996, -34059.61055274136, -5200.155699271643, 12350.009363890811, -53015.610935164805, -154728.4757767291, -114729.44792860126, -75071.84297702825, -150369.61738701075, -150281.5738656013, -150341.96827911952, -150315.32499972882, -150351.4454187686, -150329.16072954665, -0.06, 0.308, 0.92, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567601617E9, 0.0, 2025-02-04 18:42:47.601
34.0, 86716.18541672056, 186796.85882292496, -48716.610517097775, -34337.9568264433, -5417.571117588415, 12180.426678708396, -53449.36888806449, -154715.6682271562, -115078.51512175979, -75382.30870751246, -150366.3987358092, -150278.4222696331, -150338.8390348958, -150312.1287002717, -150348.36087803377, -150326.00913357845, -0.06, 0.308, 0.92, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567609668E9, 0.0, 2025-02-04 18:42:47.609
36.0, 86500.0663995822, 186801.70915147176, -49181.77267095717, -34618.71708854641, -5634.718314971723, 12008.51941210263, -53886.1666782101, -154705.54288691794, -115428.18581201862, -75695.94838570934, -150365.70583173106, -150277.6176068327, -150338.05672383987, -150311.2793339824, -150347.46680825553, -150325.24917426697, -0.06, 0.308, 0.92, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567618702E9, 0.0, 2025-02-04 18:42:47.618
38.0, 86285.98139118927, 186805.75481721817, -49647.29245272785, -34898.80679831586, -5852.044326310674, 11837.349753063889, -54322.360971255424, -154694.67993911266, -115780.49400812316, -76011.06327904026, -150364.92352067513, -150276.7682405434, -150337.16265406166, -150310.45231943755, -150346.6844971996, -150324.42215972213, -0.032, 0.28200000000000003, 0.9480000000000001, 192.0, 127.5, 0.0, 4.0, 104.0, 14.5, 80.0, 0.0, 0.0, 0.0, 1.73871256762675E9, 0.0, 2025-02-04 18:42:47.626
40.0, 86073.30454269702, 186810.3369248315, -50110.51000481963, -35175.72256037266, -6066.174038192516, 11668.415268470677, -54753.43671482048, -154684.2193227076, -116133.18218388346, -76327.87690494978, -150363.96239566355, -150275.8294672763, -150336.1344738167, -150309.49119442597, -150345.85748265477, -150323.483386455, -0.032, 0.28200000000000003, 0.9480000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567633824E9, 0.0, 2025-02-04 18:42:47.633
42.0, 85861.54411572745, 186812.70620974377, -50574.55457145627, -35454.739386408255, -6283.500049531466, 11495.502173364423, -55184.691272341166, -154671.67999406817, -116481.26590028596, -76643.66235061435, -150363.13538111871, -150275.09185970927, -150335.39686624968, -150308.73123511448, -150345.05281985438, -150322.65637191015, -0.032, 0.28200000000000003, 0.9480000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.73871256764185E9, 0.0, 2025-02-04 18:42:47.641
44.0, 85648.08495617926, 186818.36120109097, -51040.543739860506, -35736.550180500766, -6501.8989446042715, 11322.745540469354, -55621.980800864796, -154662.42637186366, -116833.06000626803, -76959.15722360101, -150361.3472415623, -150273.214313175, -150333.51931971541, -150306.8313368358, -150343.21997680902, -150320.84588060927, -0.032, 0.28200000000000003, 0.9480000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567650946E9, 0.0, 2025-02-04 18:42:47.650
46.0, 85431.89888380753, 186820.26109936967, -51503.76129195229, -36020.171465894164, -6720.297839677077, 11151.374715730515, -56058.823294499314, -154649.32824961285, -117187.69278379594, -77278.76481756745, -150361.41429679564, -150273.28136840838, -150333.69813367107, -150306.98779904697, -150343.35408727577, -150320.979991076, -0.032, 0.28200000000000003, 0.9480000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.73871256765791E9, 0.0, 2025-02-04 18:42:47.657
48.0, 85219.13262833747, 186824.50793081618, -51968.90109406723, -36301.33405939747, -6937.2662231047425, 10981.45675438127, -56492.134212509896, -154638.46530180756, -117540.55977351186, -77595.91371964381, -150357.77096244943, -150269.70508929552, -150330.14420630268, -150303.34446470076, -150339.66604944062, -150317.3813602187, -0.011, 0.28, 0.9590000000000001, 192.0, 0.0, 40.0, 4.0, 88.0, 15.0, 40.0, 0.0, 0.0, 0.0, 1.738712567665948E9, 0.0, 2025-02-04 18:42:47.665
50.0, 85006.85811124541, 186830.1405704189, -52432.14099790347, -36576.95342027586, -7150.792437886291, 10813.706912244192, -56925.579240987216, -154629.07756913634, -117892.82326612751, -77912.45912461987, -150359.3355845613, -150271.2250079185, -150331.46295922555, -150304.81967983482, -150341.1859680636, -150318.85657535275, -0.011, 0.28, 0.9590000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567673984E9, 0.0, 2025-02-04 18:42:47.673
52.0, 84792.4154749412, 186833.62744255393, -52896.36437849574, -36858.00425505689, -7366.889103280199, 10641.933756105156, -57362.39938287728, -154617.63347597522, -118246.00318026582, -78228.0657563288, -150358.3968112942, -150270.39799337366, -150330.50183421397, -150303.94796180105, -150340.2918982854, -150318.00720906345, -0.011, 0.28, 0.9590000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567682042E9, 0.0, 2025-02-04 18:42:47.682
54.0, 84577.83872817025, 186839.2600821567, -53359.98426198772, -37139.63623519376, -7585.578571030924, 10471.255835444432, -57800.02418756774, -154608.22339155953, -118600.45714383807, -78543.51592582655, -150357.56979674933, -150269.5262753399, -150329.76422664695, -150303.09859551175, -150339.50958722946, -150317.22489800752, -0.011, 0.28, 0.9590000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567690106E9, 0.0, 2025-02-04 18:42:47.690
56.0, 84366.01124596731, 186842.12110544695, -53822.19598557902, -37418.60835774045, -7798.9036201123745, 10301.181411884, -58235.16794862365, -154596.0416908314, -118951.33482829748, -78859.94957208032, -150357.1451136047, -150269.1239439397, -150329.22778478, -150302.65156062265, -150339.15195931817, -150316.71080788504, -0.011, 0.28, 0.9590000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567698115E9, 0.0, 2025-02-04 18:42:47.698
58.0, 84155.39075796494, 186848.78192529464, -54286.55347663802, -37698.72041925436, -8012.116910471548, 10132.828072646627, -58671.58575911353, -154587.79389712738, -119302.07840229016, -79175.24327936688, -150356.4969130155, -150268.45339160602, -150328.46782546854, -150301.89160131116, -150338.50375872897, -150316.01790380693, 0.018500000000000003, 0.269, 0.9645, 192.0, 0.5, 64.0, 4.0, 8.0, 15.0, 40.0, 0.0, 0.0, 0.0, 1.738712567707177E9, 0.0, 2025-02-04 18:42:47.707
60.0, 83944.23382809566, 186850.59241659552, -54751.91679619751, -37980.68767555805, -8229.86760495515, 9962.30661419709, -59111.1998690605, -154574.80753359885, -119655.03479898392, -79491.69927736513, -150356.7427822045, -150268.7216125395, -150328.69134291308, -150302.0257117779, -150338.66022094016, -150316.30847648485, 0.018500000000000003, 0.269, 0.9645, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567713195E9, 0.0, 2025-02-04 18:42:47.713
62.0, 83734.23918893805, 186854.81689629756, -55218.48710995759, -38261.64910336126, -8445.852511626783, 9789.818202235485, -59547.77414176156, -154564.10104800476, -120009.7793352341, -79809.31756607504, -150354.6417182257, -150266.6205485607, -150326.74674114547, -150299.99170303246, -150336.60386045027, -150314.27446773942, 0.018500000000000003, 0.269, 0.9645, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567722232E9, 0.0, 2025-02-04 18:42:47.722
64.0, 83521.83056137926, 186858.81785855506, -55681.57055158264, -38540.30830148558, -8660.317499675453, 9620.436682753168, -59983.07436502867, -154553.01458275493, -120361.61814470508, -80122.53256112726, -150353.3453170473, -150265.19003691556, -150325.29387775587, -150298.6282466207, -150335.19570054958, -150312.82160434983, 0.018500000000000003, 0.269, 0.9645, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567730277E9, 0.0, 2025-02-04 18:42:47.730
66.0, 83309.48898905385, 186861.4553644008, -56144.94456588561, -38817.98402285386, -8873.530790034627, 9452.418619682625, -60420.98974239705, -154540.49760585997, -120714.06045127637, -80436.90984689115, -150351.5795292353, -150263.44660084805, -150323.483386455, -150296.86245880873, -150333.4299127376, -150311.03346479338, 0.018500000000000003, 0.269, 0.9645, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567738325E9, 0.0, 2025-02-04 18:42:47.738
68.0, 83094.37580041598, 186865.97041678076, -56611.760748834706, -39100.26420357993, -9088.375757739039, 9280.667815288045, -60858.882768020965, -154530.0816929438, -121067.1733101813, -80756.24921992412, -150350.3948867792, -150262.28431013637, -150322.34344748777, -150295.6778163526, -150332.35702900376, -150309.82647059282, 0.03925, 0.2675, 0.94625, 192.0, 0.5, 112.0, 4.0, 40.0, 14.5, 0.0, 0.0, 0.0, 0.0, 1.738712567745375E9, 0.0, 2025-02-04 18:42:47.745
70.0, 82879.2626117781, 186868.85379181552, -57078.93455969507, -39381.80677673898, -9302.84074578771, 9106.570077725659, -61294.764136643906, -154518.23526838247, -121423.6165790101, -81077.71200868035, -150349.5902239788, -150261.50199908044, -150321.44937770956, -150294.85080180774, -150331.5300144589, -150309.13356651468, 0.03925, 0.2675, 0.94625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567754415E9, 0.0, 2025-02-04 18:42:47.754
72.0, 82666.09402490784, 186873.43589942885, -57545.12489379942, -39663.706977809314, -9514.914097179664, 8937.881462321457, -61731.628982022885, -154507.95346593304, -121780.95391761708, -81395.77733227937, -150348.76320943394, -150260.67498453558, -150320.60001142026, -150294.00143551844, -150330.6806481696, -150308.3289037143, 0.03925, 0.2675, 0.94625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.73871256776246E9, 0.0, 2025-02-04 18:42:47.762
74.0, 82454.9147432941, 186877.32510296407, -58008.76712903585, -39943.95314978995, -9728.619125916854, 8770.64571030685, -62167.35388843464, -154496.8670006832, -122134.53616315559, -81710.35578374336, -150348.4279332671, -150260.27265313538, -150320.22003176453, -150293.64380760715, -150330.25596502496, -150307.81481359183, 0.03925, 0.2675, 0.94625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567769498E9, 0.0, 2025-02-04 18:42:47.769
76.0, 82239.93566512295, 186883.38242571146, -58476.499733507604, -40227.462676461066, -9944.693439566308, 8598.51492625653, -62606.319797792414, -154488.12746860116, -122489.77243778377, -82029.38223235396, -150347.71267744454, -150259.467990335, -150319.43772070858, -150292.83914480676, -150329.5854126913, -150307.09955776925, 0.03925, 0.2675, 0.94625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567777543E9, 0.0, 2025-02-04 18:42:47.777
78.0, 82024.28603461816, 186886.3105042351, -58946.26634672479, -40509.742857187135, -10161.393602060509, 8428.216985251545, -63043.92225073842, -154476.3704510177, -122849.90374444769, -82348.74395713139, -150349.29965130088, -150261.07731593578, -150321.09174979827, -150294.40376691864, -150331.1723865476, -150308.77593860342, 0.075625, 0.26275000000000004, 0.919125, 192.0, 1.5, 64.0, 4.0, 8.0, 13.5, 112.0, 0.0, 0.0, 0.0, 1.738712567786581E9, 0.0, 2025-02-04 18:42:47.786
80.0, 81814.44785767172, 186888.8138996141, -59413.32839886289, -40790.97250592381, -10376.506790698384, 8259.774239036351, -63479.51304668344, -154463.92052935608, -123206.52582723211, -82668.23979237555, -150345.4327995101, -150257.29987112284, -150317.22489800752, -150290.4698598945, -150327.3725899902, -150304.84203157926, 0.075625, 0.26275000000000004, 0.919125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.73871256779363E9, 0.0, 2025-02-04 18:42:47.793
82.0, 81603.9167766472, 186892.68075140487, -59879.719898667325, -41072.42567210504, -10592.692863070115, 8091.309141076701, -63916.48965078469, -154452.83406410625, -123562.14208151605, -82984.60638339596, -150344.6951919431, -150256.58461530026, -150316.37553171822, -150289.68754883858, -150326.61263067875, -150304.17147924562, 0.075625, 0.26275000000000004, 0.919125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567801675E9, 0.0, 2025-02-04 18:42:47.801
84.0, 81389.22827115396, 186896.614658429, -60345.23968043801, -41355.04112899794, -10808.498955786104, 7917.680790147876, -64356.75196132088, -154442.03817153434, -123917.51246661098, -83304.19162561794, -150344.11404658723, -150255.9587664555, -150315.77203461793, -150289.10640348273, -150325.96443008955, -150303.56798214532, 0.075625, 0.26275000000000004, 0.919125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567809716E9, 0.0, 2025-02-04 18:42:47.809
86.0, 81173.17630924897, 186900.8167863866, -60811.22884884225, -41638.19302775777, -11023.075702557053, 7745.505302608646, -64795.98609161212, -154431.44344466252, -124274.29101160659, -83621.45228641658, -150343.39879076468, -150255.33291761077, -150315.01207530644, -150288.3240924268, -150325.31622950034, -150302.8750780672, 0.075625, 0.26275000000000004, 0.919125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567818834E9, 0.0, 2025-02-04 18:42:47.818
88.0, 80961.68410321286, 186904.84010038854, -61279.20732250301, -41919.91441487246, -11237.27246967226, 7577.487239538103, -65235.08611143662, -154420.51344162386, -124630.37665252408, -83939.07057512649, -150342.66118319766, -150254.6176617882, -150314.25211599495, -150287.56413311532, -150324.64567716667, -150302.20452573354, 0.1058125, 0.259375, 0.8845624999999999, 192.0, 2.0, 32.0, 4.0, 0.0, 13.0, 72.0, 0.0, 0.0, 0.0, 1.738712567825834E9, 0.0, 2025-02-04 18:42:47.825
90.0, 80748.29199889803, 186909.89159463544, -61747.923403730805, -42203.17807235457, -11451.849216443208, 7407.055188066386, -65671.70508762659, -154410.61161883018, -124987.04343879741, -84259.34872142658, -150342.54942447538, -150254.2600338769, -150313.98389506148, -150287.45237439303, -150324.3327527443, -150301.91395305563, 0.1058125, 0.259375, 0.8845624999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567833847E9, 0.0, 2025-02-04 18:42:47.833
92.0, 80532.03887129294, 186914.3172400376, -62217.5335547368, -42489.59332580487, -11668.3035097484, 7234.075037726765, -66106.26770332667, -154400.3968716141, -125343.97844600421, -84579.62686772668, -150343.4434942536, -150255.13175191067, -150314.83326135078, -150288.25703719343, -150325.2268225225, -150302.8750780672, 0.1058125, 0.259375, 0.8845624999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567842889E9, 0.0, 2025-02-04 18:42:47.842
94.0, 80314.44463902053, 186917.871167406, -62686.0484702645, -42773.43812864282, -11884.176657697757, 7064.782925222269, -66542.41729288308, -154389.31040636427, -125705.5179125688, -84901.17906346072, -150341.96827911952, -150253.88005422117, -150313.46980493903, -150286.8712290372, -150323.81866262184, -150301.48926991096, 0.1058125, 0.259375, 0.8845624999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567849927E9, 0.0, 2025-02-04 18:42:47.849
96.0, 80099.24204340483, 186922.40857153042, -63152.99876368031, -43056.970007058386, -12095.646511989416, 6896.228420284799, -66979.21508302868, -154379.00625217037, -126066.05155063291, -85224.67586096238, -150341.36478201926, -150253.18715014306, -150312.84395609426, -150286.20067670353, -150323.23751726598, -150300.7293105995, 0.1058125, 0.259375, 0.8845624999999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567857965E9, 0.0, 2025-02-04 18:42:47.857
98.0, 79885.13468326745, 186925.85074017654, -63623.95001935364, -43340.14425756267, -12308.591581415127, 6727.606860113962, -67416.1693353855, -154367.58451075372, -126422.27130201714, -85543.8364200397, -150341.49889248598, -150253.25420537643, -150312.91101132764, -150286.29008368138, -150323.34927598826, -150300.88577281067, 0.14690625000000002, 0.2776875, 0.8722812499999999, 192.0, 2.5, 112.0, 4.5, 32.0, 13.0, 112.0, 0.0, 0.0, 0.0, 1.73871256786602E9, 0.0, 2025-02-04 18:42:47.866
100.0, 79671.34024755243, 186928.2200250888, -64095.97415876081, -43623.02793538904, -12526.252868920907, 6562.91920696726, -67857.95156454464, -154355.35810653665, -126779.76510283531, -85862.12526108329, -150339.15195931817, -150251.04138267535, -150310.67583688212, -150283.965502258, -150321.09174979827, -150298.60589487624, 0.14690625000000002, 0.2776875, 0.8722812499999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567874052E9, 0.0, 2025-02-04 18:42:47.874
102.0, 79456.4058728702, 186931.39397280145, -64566.947766178586, -43907.208014393815, -12742.260127336995, 6394.431757263155, -68298.21387508081, -154343.80225465324, -127137.48242109806, -86183.69980856178, -150338.0343720954, -150249.94614719704, -150309.51354617043, -150282.8255632908, -150319.9294590866, -150297.5777146313, 0.14690625000000002, 0.2776875, 0.8722812499999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.73871256788109E9, 0.0, 2025-02-04 18:42:47.881
104.0, 79241.69501563252, 186935.77491471468, -65035.01564681717, -44190.09169222018, -12957.976813075164, 6226.436045937067, -68737.33624664978, -154333.2745830148, -127494.55153877159, -86503.32975427268, -150336.26858428342, -150248.15800764062, -150307.70305486955, -150281.05977547882, -150318.18602301908, -150295.81192681933, 0.14690625000000002, 0.2776875, 0.8722812499999999, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.738712567890157E9, 0.0, 2025-02-04 18:42:47.890
