Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16,Channel_17
76.66514294266928,143.79781207574467,1340.6669673629408,-1647.5415055658798,-947.2438192887927,645.5458522007882,109.77694593244196,5355.070930316342,2887.806800326382,2755.679425835636,5163.333017821273,4286.775424229168,4848.408369821381,5328.544776578961,4823.421808273609,5884.868996850666,65793.28159753894
131.89989772614635,318.09911387737185,3006.7040668588643,-3698.625260268145,-2132.5065654015093,1445.7838343083063,243.84352097392244,12018.609017040662,6477.503698867112,6184.715266852452,11585.74042741491,9619.924867436086,10881.863520720119,11957.98314220853,10824.11010060483,13206.297477647771,147651.9883780462
-23.351602297114336,217.31469331211525,2177.700151259842,-2687.515921759651,-1566.9436685563767,1042.1560032886714,170.51452546938484,8724.89717353759,4691.865086650411,4489.686472454666,8397.432786790505,6978.534749582959,7898.129903943325,8668.315811909928,7852.332325810963,9580.532974827725,107177.67112000345
-71.96656193885585,213.4268711341193,2219.877784974072,-2743.603748308929,-1609.4213666263654,1059.8996761038231,170.53677743040865,8904.334857937702,4784.171852508077,4581.319702152571,8553.907882398707,7115.402764450857,8054.31286716633,8826.641543235262,8007.484615826008,9769.294532408852,109395.89858859415
22.265288322461856,293.23502364352277,2943.944908047207,-3632.775262239269,-2117.9348995328264,1410.3914576269456,230.73432013472151,11798.65228779268,6350.797402342894,6071.548681713698,11341.134808350027,9430.982947684344,10671.925061056567,11708.140614633307,10612.606854719146,12948.466168461671,144963.64650409285
-26.985624991793227,154.18797094782167,1607.761004890427,-1984.5485106155343,-1164.956345475248,772.6750451600535,126.0341848420431,6446.3191273257235,3470.425243151668,3320.135006794205,6181.729383727113,5149.072607490964,5830.553999871129,6395.635939710555,5793.341450633651,7072.002846083309,79237.82954443003
-23.911103688147126,148.04234634239103,1509.3146447931222,-1854.302537752851,-1082.0481820576783,731.1241142080964,125.28020330627857,6027.718086953298,3247.3478672568654,3103.813370649389,5782.27359187477,4816.056212044451,5455.712436404754,5978.565721793824,5417.799226986178,6616.603428994897,74137.72963686209
8.04177932163843,153.1901083787256,1504.1074871494302,-1843.1536047535878,-1067.025210642482,730.492334339429,130.40071758408914,5996.538902790363,3231.4309455619014,3085.011961053137,5773.5540177416115,4795.770389370586,5425.196595291927,5950.518154656609,5393.443970691314,6585.43425640853,73760.4347205982
-21.771487579959775,74.2368753374441,727.1663316018867,-886.544986000992,-511.9604757350624,357.06411035390295,69.17901708661616,2888.7845388429123,1554.0419640588482,1485.384524635609,2793.264388559393,2313.1332863062757,2606.2923847988077,2864.537230549369,2597.6376824501335,3171.477737983489,35597.99521508389
-3.38390158076891,85.07244071491537,772.060981890011,-942.9621677526305,-537.1350985261915,380.6604239264694,74.70590913341928,3072.822401047665,1651.2799261483883,1577.9339965327458,2971.1330057331793,2459.84526711634,2771.505736666109,3044.592463350738,2761.683424911791,3370.2899204263977,37832.707646005634
